company,ticker,scenario,assessment_type,category,factor,weight,score,weighted_score,rating_or_result,outlook,watch_status,as_of_date,status,rationale,upgrade_trigger,downgrade_trigger,source_name,source_file,source_page_or_section,source_url,calculation_or_assumption,notes
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Capital-market dependence,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Requires ~$222M external capital but capital markets assumed shut — the fatal dependence in the stress case.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Capital-market dependence,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Current liquidity,0.020,4,0.0800,4 (Weak),,,2026-03-31,Orion Rating Assessment,Liquidity exhausted by ~Q4 2027 (cash turns negative absent restructuring).,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Current liquidity,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 4 = 0.0800. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Twelve-month runway,0.025,5,0.1250,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Runway compresses below 12 months from the 2027 vantage; covenant breach ~Q3 2027 precedes exhaustion.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Twelve-month runway,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 5 = 0.1250. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Minimum-liquidity headroom,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Qualifying cash falls below the $15M floor ~Q3 2027 — covenant breached ~18 months before maturity.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Minimum-liquidity headroom,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,External-capital requirements,0.025,5,0.1250,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,"~$222M required with markets assumed closed — the requirement cannot be met, driving restructuring.",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - External-capital requirements,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 5 = 0.1250. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Covenant risk,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Minimum-liquidity covenant breached ~Q3 2027 (no cure period on core covenants) — event of default.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Covenant risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Refinancing risk,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Full $38.66M must be refinanced/restructured in a distressed 2027-2029 market with impaired access.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Refinancing risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,2029 maturity coverage,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Cash at maturity ~-$168.8M (exhausted); a repayment shortfall — maturity not covered from internal resources.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - 2029 maturity coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Collateral and lien position,0.015,2,0.0300,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Lien remains first-priority but collateral value (single-product IP) is uncertain in a distress sale.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Collateral and lien position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 2 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Debt seniority,0.010,1,0.0100,1 (Strong),,,2026-03-31,Orion Rating Assessment,Retains top seniority — the key mitigant to recovery in the stress case.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Debt seniority,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 1 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Other financial liabilities,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,RPR and payables compete for residual value behind the first lien in a restructuring.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Other financial liabilities,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Revenue-participation claims,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,RPR claim ($16.7M gross) sits behind the term loan but ahead of unsecured — dilutes residual recovery.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Revenue-participation claims,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Enterprise-value coverage,0.010,4,0.0400,4 (Weak),,,2026-03-31,Orion Rating Assessment,Distressed EV $18-28M (liquidation to distressed going-concern) approaches/undershoots the claim — coverage impaired.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Enterprise-value coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 4 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Estimated recovery,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Blended ~58% recovery (liquidation ~38% to distressed going-concern ~78%); first-lien position limits loss.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Estimated recovery,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Legal and structural risks,0.005,3,0.0150,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,No-sweep/leakage features and thin covenants reduce lender control precisely when value erodes.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Legal and structural risks,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.005 x score 3 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Business Risk,Category weighted subtotal,0.125,2.96 (wtd avg),0.3700,Contributes 0.740 of composite,,,2026-03-31,Calculated,Business Risk weighted contribution = 0.740 (category weighted-average score 2.96 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Business Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.3700; category weighted-average score 2.96 on 1-5 (unchanged). Category weight = factor-row weights (0.125) + this subtotal row (0.125) = 0.25.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Financial Risk,Category weighted subtotal,0.150,3.50 (wtd avg),0.5250,Contributes 1.050 of composite,,,2026-03-31,Calculated,Financial Risk weighted contribution = 1.050 (category weighted-average score 3.50 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Financial Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.5250; category weighted-average score 3.50 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Liquidity Risk,Category weighted subtotal,0.150,2.17 (wtd avg),0.3250,Contributes 0.650 of composite,,,2026-03-31,Calculated,Liquidity Risk weighted contribution = 0.650 (category weighted-average score 2.17 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Liquidity Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.3250; category weighted-average score 2.17 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Structural & Recovery Risk,Category weighted subtotal,0.075,1.47 (wtd avg),0.1100,Contributes 0.220 of composite,,,2026-03-31,Calculated,Structural & Recovery Risk weighted contribution = 0.220 (category weighted-average score 1.47 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Structural & Recovery Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.1100; category weighted-average score 1.47 on 1-5 (unchanged). Category weight = factor-row weights (0.075) + this subtotal row (0.075) = 0.15.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Composite,Overall weighted composite score,0.50,2.66,2.660,Composite 2.66 / 5.00,,,2026-03-31,Calculated,Overall risk composite for the Current/Reported assessment = 2.66 on the 1 (Strong) to 5 (Distressed) scale. Higher = weaker. Serves as the analytical anchor for the issuer shadow rating below; the loan rating is notched for first-lien recovery.,,,Orion Analysis,coherus_shadow_rating.csv,Composite,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite = weighted average on the 1-5 scale = Sum(factor weight x score) / Sum(factor weight) = 2.660 (UNCHANGED from prior version). Factor weights now sum to 0.50; with the category weighted-subtotal rows the weight column foots to 1.00 (100%).,
"Coherus Oncology, Inc.",CHRS,Base,Base,Business Risk,Category weighted subtotal,0.125,2.96 (wtd avg),0.3700,Contributes 0.740 of composite,,,2026-03-31,Calculated,Business Risk weighted contribution = 0.740 (category weighted-average score 2.96 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Business Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.3700; category weighted-average score 2.96 on 1-5 (unchanged). Category weight = factor-row weights (0.125) + this subtotal row (0.125) = 0.25.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Financial Risk,Category weighted subtotal,0.150,3.20 (wtd avg),0.4800,Contributes 0.960 of composite,,,2026-03-31,Calculated,Financial Risk weighted contribution = 0.960 (category weighted-average score 3.20 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Financial Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.4800; category weighted-average score 3.20 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Liquidity Risk,Category weighted subtotal,0.150,2.47 (wtd avg),0.3700,Contributes 0.740 of composite,,,2026-03-31,Calculated,Liquidity Risk weighted contribution = 0.740 (category weighted-average score 2.47 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Liquidity Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.3700; category weighted-average score 2.47 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Structural & Recovery Risk,Category weighted subtotal,0.075,1.47 (wtd avg),0.1100,Contributes 0.220 of composite,,,2026-03-31,Calculated,Structural & Recovery Risk weighted contribution = 0.220 (category weighted-average score 1.47 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Structural & Recovery Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.1100; category weighted-average score 1.47 on 1-5 (unchanged). Category weight = factor-row weights (0.075) + this subtotal row (0.075) = 0.15.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Composite,Overall weighted composite score,0.50,2.66,2.660,Composite 2.66 / 5.00,,,2026-03-31,Calculated,Overall risk composite for the Base assessment = 2.66 on the 1 (Strong) to 5 (Distressed) scale. Higher = weaker. Serves as the analytical anchor for the issuer shadow rating below; the loan rating is notched for first-lien recovery.,,,Orion Analysis,coherus_shadow_rating.csv,Composite,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite = weighted average on the 1-5 scale = Sum(factor weight x score) / Sum(factor weight) = 2.660 (UNCHANGED from prior version). Factor weights now sum to 0.50; with the category weighted-subtotal rows the weight column foots to 1.00 (100%).,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Category weighted subtotal,0.125,2.40 (wtd avg),0.3000,Contributes 0.600 of composite,,,2026-03-31,Calculated,Business Risk weighted contribution = 0.600 (category weighted-average score 2.40 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Business Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.3000; category weighted-average score 2.40 on 1-5 (unchanged). Category weight = factor-row weights (0.125) + this subtotal row (0.125) = 0.25.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Category weighted subtotal,0.150,2.77 (wtd avg),0.4150,Contributes 0.830 of composite,,,2026-03-31,Calculated,Financial Risk weighted contribution = 0.830 (category weighted-average score 2.77 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Financial Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.4150; category weighted-average score 2.77 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Category weighted subtotal,0.150,1.77 (wtd avg),0.2650,Contributes 0.530 of composite,,,2026-03-31,Calculated,Liquidity Risk weighted contribution = 0.530 (category weighted-average score 1.77 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Liquidity Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.2650; category weighted-average score 1.77 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Category weighted subtotal,0.075,1.33 (wtd avg),0.1000,Contributes 0.200 of composite,,,2026-03-31,Calculated,Structural & Recovery Risk weighted contribution = 0.200 (category weighted-average score 1.33 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Structural & Recovery Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.1000; category weighted-average score 1.33 on 1-5 (unchanged). Category weight = factor-row weights (0.075) + this subtotal row (0.075) = 0.15.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Composite,Overall weighted composite score,0.50,2.16,2.160,Composite 2.16 / 5.00,,,2026-03-31,Calculated,Overall risk composite for the Upside assessment = 2.16 on the 1 (Strong) to 5 (Distressed) scale. Higher = weaker. Serves as the analytical anchor for the issuer shadow rating below; the loan rating is notched for first-lien recovery.,,,Orion Analysis,coherus_shadow_rating.csv,Composite,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite = weighted average on the 1-5 scale = Sum(factor weight x score) / Sum(factor weight) = 2.160 (UNCHANGED from prior version). Factor weights now sum to 0.50; with the category weighted-subtotal rows the weight column foots to 1.00 (100%).,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Category weighted subtotal,0.125,4.04 (wtd avg),0.5050,Contributes 1.010 of composite,,,2026-03-31,Calculated,Business Risk weighted contribution = 1.010 (category weighted-average score 4.04 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Business Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.5050; category weighted-average score 4.04 on 1-5 (unchanged). Category weight = factor-row weights (0.125) + this subtotal row (0.125) = 0.25.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Category weighted subtotal,0.150,4.63 (wtd avg),0.6950,Contributes 1.390 of composite,,,2026-03-31,Calculated,Financial Risk weighted contribution = 1.390 (category weighted-average score 4.63 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Financial Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.6950; category weighted-average score 4.63 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Liquidity Risk,Category weighted subtotal,0.150,4.87 (wtd avg),0.7300,Contributes 1.460 of composite,,,2026-03-31,Calculated,Liquidity Risk weighted contribution = 1.460 (category weighted-average score 4.87 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Liquidity Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.7300; category weighted-average score 4.87 on 1-5 (unchanged). Category weight = factor-row weights (0.150) + this subtotal row (0.150) = 0.30.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Structural & Recovery Risk,Category weighted subtotal,0.075,2.67 (wtd avg),0.2000,Contributes 0.400 of composite,,,2026-03-31,Calculated,Structural & Recovery Risk weighted contribution = 0.400 (category weighted-average score 2.67 on 1-5).,,,Orion Analysis,coherus_shadow_rating.csv,Structural & Recovery Risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Sum of this category's halved factor weighted_scores = 0.2000; category weighted-average score 2.67 on 1-5 (unchanged). Category weight = factor-row weights (0.075) + this subtotal row (0.075) = 0.15.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Composite,Overall weighted composite score,0.50,4.26,4.260,Composite 4.26 / 5.00,,,2026-03-31,Calculated,Overall risk composite for the Downside assessment = 4.26 on the 1 (Strong) to 5 (Distressed) scale. Higher = weaker. Serves as the analytical anchor for the issuer shadow rating below; the loan rating is notched for first-lien recovery.,,,Orion Analysis,coherus_shadow_rating.csv,Composite,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite = weighted average on the 1-5 scale = Sum(factor weight x score) / Sum(factor weight) = 4.260 (UNCHANGED from prior version). Factor weights now sum to 0.50; with the category weighted-subtotal rows the weight column foots to 1.00 (100%).,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Orion issuer shadow rating,,,,B-,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Issuer (company) shadow rating B-. Composite risk score 2.66/5.00 is the anchor; issuer letter reflects PD drivers (business/financial/liquidity) with judgment for capital-market dependence and single-product concentration. Independent Orion assessment - not an agency rating.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66; issuer anchored on business+financial+liquidity (PD) categories.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Orion loan/issue rating (BBDC first-lien 2029 term loan),,,,B+,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"BBDC first-lien 2029 term-loan (issue) rating B+, notched ABOVE the issuer for recovery: first-priority lien on substantially all assets+IP, senior to Coduet, small $38.66M balance. Separated from the issuer rating per instruction.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Loan rating = issuer rating notched up for first-lien recovery / structural seniority.,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Rating outlook,,,,Stable,,,2026-03-31,Orion Rating Assessment,Rating outlook: Stable for the Current/Reported assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Watch status,,,,Heightened Monitoring,,,2026-03-31,Orion Rating Assessment,Watch status: Heightened Monitoring for the Current/Reported assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Estimated 12-month probability of default,,,,Low (~3-5%),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Estimated cumulative probability of default through 2029,,,,Moderate (~25-35% through 2029),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Recovery category,,,,1 - Highest (90-100%),,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
